Texto en Inglés (Origen),Texto en Español (Destino)
Patient reported adverse reactions from 185 patients treated with imiquimod cream in placebo controlled phase III clinical studies for superficial basal cell carcinoma are presented below.,Más adelante se notifican las reacciones adversas observadas en 185 pacientes tratados con crema de imiquimod en estudios clínicos de fase III controlados con placebo sobre el carcinoma basocelular superficial.
Superficial basal cell carcinoma,Carcinoma basocelular superficial (5 veces/ seman
Superficial basal cell carcinoma:,Carcinoma basocelular superficial:
Superficial basal cell carcinoma:,Carcinoma basocelular superficial:
There was a significant association between the intensity of local skin reactions (e.g. erythema) seen during the treatment period and complete clearance of the basal cell carcinoma.,"Se puso de manifiesto una importante relación entre la intensidad de las reacciones cutáneas locales (por ejemplo, eritema) observadas durante el periodo de tratamiento y la tasa de desaparición completa del carcinoma. basocelular."
The rate of progression to squamous cell carcinoma (SCC) was reported in 1.6% (2/128 patients).,"La tasa de progresión a carcinoma de células escamosas (CCS) fue del 1,6% (2/ 128 pacientes)."
"The approved indications genital warts, actinic keratosis and superficial basal cell carcinoma are conditions not generally seen within the paediatric population and were not studied.","Las verrugas genitales, queratosis actínica y carcinomas basocelulares superficiales, patologías en las que Aldara tiene indicación aprobada, no se observan generalmente en niños y por tanto no se han estudiado."
"External genital warts, superficial basal cell carcinoma and actinic keratosis:","Verrugas genitales externas, carcinoma basocelular superficial y queratosis actínica:"
The systemic exposure data demonstrated that the extent of absorption of imiquimod following topical application to the MC lesional skin of the paediatric patients aged 6-12 years was low and comparable to that observed in healthy adults and adults with actinic keratosis or superficial basal cell carcinoma.,"Los datos de exposición sistémica demostraron que el grado de absorción de imiquimod después de la aplicación tópica en piel con lesiones de MC de pacientes pediátricos, con edades comprendidas entre 6 y 12 años, fue bajo y comparable al observado en adultos sanos y adultos con queratosis actínica o carcinomas basocelulares superficiales."
Superficial basal cell carcinoma.,● Carcinoma basocelular superficial.
"If left untreated, basal cell carcinoma can disfigure, especially on the face – therefore early recognition and treatment are important.","Si no se trata, el carcinoma basocelular puede provocar desfiguración, especialmente en el rostro, por lo que es fundamental la detección precoz y el tratamiento."
"Aldara cream helps your body´s own immune system to produce natural substances which help fight your basal cell carcinoma, actinic keratosis or the virus that has caused your warts.","Aldara crema ayuda al propio sistema inmunitario del cuerpo para producir sustancias naturales que ayudan a combatir su carcinoma basocelular, la queratosis actínica o el virus que ha provocado la aparición de la verruga."
• If you are being treated for basal cell carcinoma or actinic keratosis follow these additional precautions:,● Si le están tratando de carcinoma basocelular o queratosis actínica siga estas precauciones adicionales:
"The treatment frequency and duration differ for genital warts, basal cell carcinoma and actinic keratosis (see specific instructions for each indication).","La frecuencia y la duración del tratamiento difieren en el caso de las verrugas genitales, el carcinoma basocelular y la queratosis actínica (consulte las instrucciones específicas para cada indicación)."
• If you are being treated for basal cell carcinoma:,● Si está siendo tratado de carcinoma basocelular:
● If you are being treated for basal cell carcinoma:,● Si le estan tratando un carcinoma basocelular:
"These differences were likely due to differences in the patient population, since the Phase 2 studies included both chemonaive and heavily pre-treated breast cancer patients with pre-existing liver metastases and/ or abnormal baseline liver function tests.","Esas diferencias se debieron probablemente a las diferencias en la población de pacientes entre ambos grupos, ya que los ensayos fase II incluyeron tanto pacientes sin quimioterapia previa como pacientes con cáncer de mama intensamente tratados previamente con metástasis preexistentes en hígado, función basal hepática anormal o ambos."
"An analysis of the impact of NSCLC histology on the treatment effect on overall survival was in favour of ALIMTA versus docetaxel for other than predominantly squamous histologies (n=399, 9.3 versus 8.0 months, adjusted HR = 0.78; 95% CI =0 .61-1.00, p =0.047) and was in favour of docetaxel for squamous cell carcinoma histology (n=172, 6.2 versus 7.4 months, adjusted HR = 1.56; 95% CI =1.08-2.26, p =0.018).","Un análisis acerca de la influencia de la histología del CPNM sobre el efecto del tratamiento en la supervivencia global, fue favorable a ALIMTA frente a docetaxel salvo cuando la histología era predominantemente escamosa (n = 399; 9,3 frente a 8,0 meses, HR ajustado = 0,78; IC 95% = 0,61 – 1,00, p = 0,047) y fue favorable a docetaxel para la histología del carcinoma celular escamoso (n = 172; 6,2 frente a 7,4 meses, HR ajustado = 1,56; IC 95% = 1,08 – 2,26, p = 0,018)."
Adenocarcinoma,Adenocarcinoma (N = 847)
Adenocarcinoma,Adenocarcinoma
Large Cell Carcinoma,Carcinoma de células grandes
"These differences were likely due to differences in the patient population, since the Phase 2 studies included both chemonaive and heavily pre-treated breast cancer patients with pre-existing liver metastases and/ or abnormal baseline liver function tests.","Esas diferencias se debieron probablemente a las diferencias en la población de pacientes entre ambos grupos, ya que los ensayos fase II incluyeron tanto pacientes sin quimioterapia previa como pacientes con cáncer de mama intensamente tratados previamente con metástasis preexistentes en hígado, función basal hepática anormal o ambos."
"An analysis of the impact of NSCLC histology on the treatment effect on overall survival was in favour of ALIMTA versus docetaxel for other than predominantly squamous histologies (n=399, 9.3 versus 8.0 months, adjusted HR = 0.78; 95% CI =0 .61-1.00, p =0.047) and was in favour of docetaxel for squamous cell carcinoma histology (n=172, 6.2 versus 7.4 months, adjusted HR = 1.56; 95% CI =1.08-2.26, p =0.018).","Un análisis acerca de la influencia de la histología del CPNM sobre el efecto del tratamiento en la supervivencia global, fue favorable a ALIMTA frente a docetaxel salvo cuando la histología era predominantemente escamosa (n = 399; 9,3 frente a 8,0 meses, HR ajustado = 0,78; IC 95% = 0,61 – 1,00, p = 0,047) y fue favorable a docetaxel para la histología del carcinoma celular escamoso (n = 172; 6,2 frente a 7,4 meses, HR ajustado = 1,56; IC 95% = 1,08 – 2,26, p = 0,018)."
Adenocarcinoma,Adenocarcinoma (N = 847)
Adenocarcinoma,Adenocarcinoma
Large Cell Carcinoma,Carcinoma de células grandes
• shortened overall survival and increased deaths attributed to disease progression at 4 months in patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12-14 g/ dl (7.5-8.7 mmol/ l),"• Reducía la supervivencia global y aumentaba el número de muertes atribuidas a la progresión de la enfermedad a los cuatro meses, en pacientes con cáncer de mama metastásico que recibían quimioterapia cuando se administraba para conseguir una concentración de hemoglobina entre 12 y 14 g/ dl (entre 7,5 y 8,7 mmol/ l)."
• shortened overall survival and increased deaths attributed to disease progression at 4 months in patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12-14 g/ dl (7.5-8.7 mmol/ l),"• Reducía la supervivencia global y aumentaba el número de muertes atribuidas a la progresión de la enfermedad a los cuatro meses, en pacientes con cáncer de mama metastásico que recibían quimioterapia cuando se administraba para conseguir una concentración de hemoglobina entre 12 y 14 g/ dl (entre 7,5 y 8,7 mmol/ l)."
• shortened overall survival and increased deaths attributed to disease progression at 4 months in patients with metastatic breast cancer receiving chemotherapy when administered to target a haemoglobin of 12-14 g/ dl (7.5-8.7 mmol/ l),"• Reducía la supervivencia global y aumentaba el número de muertes atribuidas a la progresión de la enfermedad a los cuatro meses, en pacientes con cáncer de mama metastásico que recibían quimioterapia cuando se administraba para conseguir una concentración de hemoglobina entre 12 y 14 g/ dl (entre 7,5 y 8,7 mmol/ l)."
